state,ideology,name,party
NH,1.106,"Hoell, JR",R
NH,0.635,"Hoelzel, Kathleen",R
NH,1.281,"Hogan, Edith",R
NH,0.831,"Hopper, Gary S.",R
NH,1.034,"Horn, Werner D.",R
NH,-0.722,"Horrigan, Timothy",D
NH,1.798,"Howard, Raymond",R
NH,1.081,"Hull, Robert",R
NH,0.549,"Hunt, John",R
NH,0.94,"Hurt, George F.",R
NH,0.589,"Infantine, William",R
NH,1.257,"Ingbretson, Paul",R
NH,0.828,"Introne, Robert Jr.",R
NH,-0.741,"Irwin, Virginia",D
NH,1.196,"Itse, Daniel",R
NH,-0.743,"Jack, Martin",D
NH,0.599,"Jasper, Shawn",R
NH,-0.624,"Jeudy, Jean Leniol",D
NH,-0.902,"Johnsen, Gladys",D
NH,1.5,"Johnson, Eric",R
NH,0.975,"Jones, Laura M",R
NH,1.939,"Kaczynski, Thomas L.",R
NH,-0.807,"Kaen, Naida",D
NH,1.045,"Kappler, Lawrence M",R
NH,-0.744,"Karrick, David B.",D
NH,0.576,"Katsakiores, Phyllis",R
NH,-0.346,"Katsiantonis, Thomas",D
NH,1.335,"Kellogg, Shem",R
NH,-0.931,"Kenison, Linda B.",D
NH,0.01,"Kidder, David",R
NH,1.369,"Knowles, Robert",R
NH,1.03,"Kolodziej, Walter",R
NH,0.643,"Kotowski, Frank R.",R
NH,1.09,"Kuch, Bill",R
NH,0.439,"Kurk, Neal M.",R
NH,0.996,"Lachance, Joseph",R
NH,0.418,"Ladd Jr, Roderick M",R
NH,0.799,"Laware, Thomas",R
NH,0.981,"LeBreche, Shari",R
NH,0.746,"LeBrun, Donald",R
NH,0.933,"Leeman, Don E.",R
NH,-0.817,"Leishman, Peter R",D
NH,-1.046,"Ley, Douglas A.",D
NH,0.791,"Long, Douglas B.",R
NH,-0.761,"Long, Patrick T.",D
NH,-0.736,"Lovejoy, Patricia T.",D
NH,0.715,"Lundgren, David",R
NH,0.797,"Luther, Robert",R
NH,-1.326,"MacKay, James",D
NH,-1.421,"Maes, Kevin G.",D
NH,0.578,"Major, Norman",R
NH,-0.927,"Mangipudi, Latha",D
NH,-0.922,"Manley, Jonathan Sr.",D
NH,-1.001,"Mann, John",D
NH,0.571,"Manning, John Jr.",R
NH,0.774,"Marple, Richard",R
NH,0.981,"Marston, Richard",R
NH,1.083,"Martin, John",R
NH,-0.549,"Massimilla, Linda",D
NH,0.453,"Matthews, Carolyn L.",R
NH,-1.119,"Mcbeath, Rebecca",D
NH,1.001,"McCarthy, Frank H.",R
NH,0.575,"McCarthy, Peggy",R
NH,1.053,"McClarren, Donald",R
NH,0.65,"McConkey, Mark E.",R
NH,1.042,"McConnell, James",R
NH,1.24,"McGuire, Carol M",R
NH,1.343,"McGuire, Dan",R
NH,0.476,"McKinney, Betsy",R
NH,1.188,"McLean, Mark",R
NH,0.664,"McMahon, Charles",R
NH,-1.137,"McNamara, Richard D.",D
NH,0.521,"Milz, David",R
NH,-0.836,"Moffett, Howard M.",D
NH,-1.214,"Moody, Marcia",D
NH,0.941,"Moore, Benjamin",R
NH,-1.119,"Moynihan, Wayne",D
NH,0.709,"Mullen, John Jr.",R
NH,0.936,"Murotake, David",R
NH,1.361,"Murphy, Keith",R
NH,-1.452,"Myler, Mel",D
NH,0.615,"Nelson, Bill G",R
NH,0.395,"Nigrello, Robert",R
NH,-1.344,"Nordgren, Sharon",D
NH,1.57,"Notter, Jeanine",R
NH,-1.102,"O'Brien, Michael Sr.",D
NH,0.763,"O'Brien, William",R
NH,0.702,"O'Connor, John",R
NH,1.32,"O'Connor, William",R
NH,-1.157,"O'Neil, William  J.",D
NH,0.621,"Ober, Russell III",R
NH,-0.876,"Ohearne, Andrew Scott",D
NH,1.192,"Ohm, Bill",R
NH,0.875,"Oligny, Jeffrey D",R
NH,1.508,"Osborne, Jason",R
NH,-1.281,"Oxenham, Lee Walker",D
NH,0.669,"Packard, Sherman",R
NH,0.528,"Palmer, Barry",R
NH,-1.067,"Pantelakos, Laura",D
NH,1.092,"Parent, Jason R.",R
NH,1.264,"Parison, James A",R
NH,0.419,"Parker, Harold B.",R
NH,-0.578,"Parkhurst, Henry A. L.",D
NH,1.02,"Parsons, Robbie L",R
NH,-0.669,"Patten, Dick",D
NH,-1.008,"Pearson, William",D
NH,0.486,"Peckham, Michele",R
NH,0.758,"Pellegrino, Tony",R
NH,0.539,"Peterson, Ken",R
NH,-0.648,"Phillips, Larry Robert",D
NH,0.31,"Pierce, David W.",R
NH,-0.4,"Piper, Wendy A",D
NH,1.126,"Pitre, Joseph A.",R
NH,-1.194,"Porter, Marjorie",D
NH,0.798,"Potucek, John",R
NH,0.471,"Priestley, Anne",R
NH,0.387,"Proulx, Mark",R
NH,0.968,"Prudhomme-O'Brien, Katherine",R
NH,0.78,"Rappaport, Laurence",R
NH,-0.809,"Ratzki, Mario",D
NH,0.977,"Rice, Frederick",R
NH,-1.029,"Rice, Harold",D
NH,1.122,"Rice, Kimberly",R
NH,0.444,"Richardson, Herbert D.",R
NH,1.327,"Rideout, Leon H.",R
NH,-0.451,"Roberts, Carol R.",D
NH,-0.857,"Robertson, Timothy",D
NH,-1.185,"Rogers, Katherine D.",D
NH,-0.776,"Rokas, Theodoros",D
NH,0.664,"Rollins, Skip",R
NH,-1.104,"Rollo, Deanna S",D
NH,-0.989,"Rosenwald, Cindy",D
NH,0.642,"Rouillard, Claire",R
NH,0.574,"Rowe, Robert H",R
NH,0.516,"Russell, David",R
NH,-1.338,"Sad, Tara A",D
NH,1.053,"Sanborn, Laurie",R
NH,0.63,"Sanders, Elisabeth",R
NH,-1.059,"Saunderson, George L.",D
NH,1.206,"Schleien, Eric",R
NH,-0.722,"Schmidt, Andrew R",D
NH,-1.294,"Schmidt, Peter B",D
NH,0.564,"Schmidt, Stephen J",R
NH,1.06,"Schroadter, Adam R",R
NH,-1.137,"Schuett, Dianne",D
NH,0.662,"Scontsas, Lisa E",R
NH,1.061,"Seaworth, Brian",R
NH,1.065,"Seidel, Carl",R
NH,0.419,"Shackett, Jeff",R
NH,-1.27,"Shattuck, Gilman",D
NH,-0.514,"Shaw, Barbara",D
NH,-1.205,"Shepardson, Marjorie",D
NH,-0.884,"Sherman, Thomas",D
NH,-1.285,"Shurtleff, Stephen",D
NH,1.231,"Silva, Peter",R
NH,1.048,"Simmons, Tammy",R
NH,-1.019,"Simpson, Alexis",D
NH,0.689,"Smith, Gregory",R
NH,-1.269,"Smith, Marjorie",D
NH,0.581,"Smith, Steven D",R
NH,-1.192,"Smith, Suzanne",D
NH,-0.72,"Smith, Timothy",D
NH,-1.099,"Snow, Kendall A.",D
NH,-0.541,"Soucy, Timothy",D
NH,-1.233,"Southworth, Thomas",D
NH,0.861,"Souza, Kathleen",R
NH,-0.941,"Spang, Judith",D
NH,0.898,"Spanos, Peter John",R
NH,1.852,"Spillane, James",R
NH,-0.329,"Sprague, Dale",D
NH,1.046,"Stepanek, Stephen",R
NH,0.53,"Sterling, Franklin Jr.",R
NH,-0.866,"Stevens, Audrey",D
NH,0.784,"Straight, Phillip",R
NH,-0.617,"Sullivan, Daniel",D
NH,1.276,"Sullivan, Victoria",R
NH,0.598,"Sweeney, Joe",R
NH,0.88,"Sweeney, Shawn P",R
NH,-1.483,"Sykes, George",D
NH,1.463,"Sylvia, Michael J",R
NH,0.455,"Sytek, John",R
NH,0.172,"Takesian, Charlene",R
NH,1.347,"Tamburello, Daniel",R
NH,1.072,"Tasker, Kyle J",R
NH,-0.859,"Tatro, Bruce L.",D
NH,-0.626,"Theberge, Robert L.",D
NH,0.541,"Tholl, John Jr.",R
NH,0.769,"Thomas, Douglas",R
NH,-0.692,"Thomas, Yvonne D",D
NH,-0.698,"Ticehurst, Susan",D
NH,0.013,"Tilton, Benjamin",D
NH,0.674,"Tilton, Franklin",R
NH,0.52,"Tilton, Rio",R
NH,-1.137,"Townsend, Charles",D
NH,-1.027,"Treleaven, Susan",D
NH,1.489,"True, Chris",R
NH,1.061,"Tucker, Pamela",R
NH,-0.648,"Turcotte, Alan",D
NH,1.312,"Turcotte, Leonard",R
NH,1.206,"Twombly, Timothy",R
NH,1.151,"Ulery, Jordan G.",R
NH,0.421,"Umberger, Karen C.",R
NH,0.971,"Vadney, Herb",R
NH,-1.021,"Vann, Ivy",D
NH,0.967,"Varney, Peter",R
NH,-0.868,"Verschueren, James",D
NH,1.138,"Vose, Michael",R
NH,-0.945,"Wall, Janet",D
NH,-1.552,"Wallner, Mary",D
NH,-1.124,"Walsh, Robert Jr.",D
NH,0.673,"Walsh, Thomas C.",R
NH,-1.305,"Ward, Gerald",D
NH,0.64,"Ward, Joanne",R
NH,-1.291,"Ward, Kenneth J",D
NH,0.602,"Webb, James C.",R
NH,-1.421,"Weber, Lucy",D
NH,0.616,"Welch, David",R
NH,0.825,"Weyler, Kenneth",R
NH,-0.791,"Wheeler, Deborah",D
NH,-0.881,"White, Andrew",D
NH,1.314,"Whitehouse, Joshua",R
NH,-0.99,"Williams, Kermit",D
NH,0.419,"Woitkun, Steven J.",R
NH,0.369,"Wolf, Terry",R
NH,0.834,"Wood, David",R
NH,-1.189,"Woodbury, David",D
NH,0.952,"Wright, Donald",R
NH,1.037,"Wuelper, Kurt",R
NH,1.09,"Zaricki, Nick",R
NJ,-0.035,"Weinberg, Loretta",R
NJ,-0.496,"Andrzejczak, Robert",D
NJ,-0.037,"Auth, Robert",R
NJ,-1.14,"Barclay, Arthur",D
NJ,-0.898,"Barnes, Peter III",D
NJ,-1.017,"Benson, Daniel R",D
NJ,-0.18,"Brown, Chris A",R
NJ,0.178,"Bucco, Anthony Jr.",R
NJ,-0.912,"Burzichelli, John J",D
NJ,-1.001,"Caputo, Ralph R",D
NJ,-0.902,"Caride, Marlene",D
NJ,0.278,"Carroll, Michael Patrick",R
NJ,-1.117,"Chaparro, Annette",D
NJ,-1.01,"Chiappone, Anthony",D
NJ,-1.086,"Chiaravalloti, Nicholas",D
NJ,-0.01,"Ciattarelli, Jack M.",R
NJ,-0.054,"Clifton, Robert D",R
NJ,-0.945,"Conaway Jr, Herbert C",D
NJ,-0.985,"Coughlin, Craig J",D
NJ,0.01,"Cruz-Perez, Nilsa",R
NJ,-0.107,"Dancer, Ronald S.",R
NJ,-0.954,"DeAngelo, Wayne P",D
NJ,-0.021,"DeCroce, BettyLou",R
NJ,-1.003,"Diegnan, Patrick Jr.",D
NJ,0.278,"DiMaio, John",R
NJ,-0.408,"Downey, Joann",D
NJ,-1.18,"Eustace, Timothy J",D
NJ,-0.998,"Giblin, Thomas P",D
NJ,0.062,"Gove, DiAnne C",R
NJ,-0.908,"Green, Gerald",D
NJ,-0.928,"Greenwald, Louis D",D
NJ,-1.098,"Gusciora, Reed",D
NJ,-0.019,"Handlin, Amy H",R
NJ,-1.119,"Holley, Jamel C.",D
NJ,-0.396,"Houghtaling, Eric",D
NJ,-0.04,"Howarth, Joe",R
NJ,-1.223,"Jasey, Mila M",D
NJ,-1.051,"Jimenez, Angelica M",D
NJ,-1.121,"Johnson, Gordon M",D
NJ,-1.203,"Jones, Patricia Egan",D
NJ,-0.899,"Karabinchak, Robert J.",D
NJ,-0.984,"Kennedy, James J.",D
NJ,-0.897,"Lagana, Joseph A.",D
NJ,-1.032,"Lampitt, Pamela Rosen",D
NJ,-0.478,"Land, R. Bruce",D
NJ,-1.218,"Maher Smith, Elizabeth",D
NJ,-1.271,"Marin, Eliana Pintor",D
NJ,0.1,"McGuckin, Gregory P",R
NJ,-1.12,"McKeon, John F",D
NJ,-1.074,"Mcknight, Angela V.",D
NJ,-0.855,"Moriarty, Paul D",D
NJ,-1.058,"Mosquera, Gabriela M",D
NJ,-0.81,"Mukherji, Raj",D
NJ,0.034,"Munoz, Nancy F",R
NJ,0.016,"O'Scanlon, Declan Jr.",R
NJ,-0.957,"Oliver, Sheila",D
NJ,0.256,"Peterson, Erik",R
NJ,0.298,"Phoebus, Gail",R
NJ,-0.995,"Pinkin, Nancy J",D
NJ,-0.994,"Prieto, Vincent",D
NJ,-1.095,"Quijano, Annette",D
NJ,0.071,"Ramos, Ruben Jr.",R
NJ,-0.003,"Rible, David P",R
NJ,-0.189,"Rodriguez-Gregg, Maria",R
NJ,0.143,"Rooney, John",R
NJ,0.074,"Rumana, Scott T",R
NJ,0.063,"Rumpf, Brian E.",R
NJ,-0.964,"Schaer, Gary S",D
NJ,0.008,"Schepisi, Holly",R
NJ,-1.081,"Singleton, Troy",D
NJ,0.264,"Space, Parker",R
NJ,-1.009,"Sumter, Shavonda E",D
NJ,-0.661,"Taliaferro, Adam J.",D
NJ,-0.983,"Tucker, Cleopatra G",D
NJ,-1.172,"Vainieri Huttle, Valerie",D
NJ,-0.866,"Watson, Blonnie R.",D
NJ,0.201,"Webber, Jay",R
NJ,-1.056,"Wimberly, Benjie E",D
NJ,-1.017,"Wisniewski, John S.",D
NJ,-0.002,"Wolfe, David W.",R
NJ,-0.537,"Zwicker, Andrew",D
NM,0.726,"Adkins, David Edward",R
NM,-1.453,"Alcon, Eliseo Lee",D
NM,-1.559,"Armstrong, Deborah A.",D
NM,1.093,"Baldonado, Alonzo",R
NM,1.049,"Bandy, Paul C.",R
NM,1.143,"Brown, Cathrynn",R
NM,-1.507,"Chasey, Gail",D
NM,0.819,"Clahchischilliage, Sharon",R
NM,0.663,"Cook, Zachary",R
NM,0.966,"Crowder, Randal S.",R
NM,0.699,"Dines, James Mitchell",R
NM,-0.786,"Dodge, George Jr.",D
NM,-1.421,"Egolf, Brian Jr.",D
NM,1.513,"Espinoza, Nora",R
NM,1.488,"Ezzell, Candy",R
NM,0.638,"Fajardo, Kelly K.",R
NM,1.252,"Gallegos, David",R
NM,-1.257,"Gallegos, Doreen",D
NM,-0.969,"Garcia Richard, Stephanie",D
NM,-1.67,"Garcia, Miguel",D
NM,0.595,"Gentry, Nathaniel",R
NM,-1.145,"Gomez, Bealquin Bill",D
NM,-1.033,"Gonzales, Roberto J (Bobby)",D
NM,0.884,"Hall, Jimmie",R
NM,1.046,"Hamilton, Dianne",R
NM,0.658,"Harper, Jason",R
NM,1.254,"Herrell, Yvette",R
NM,-0.415,"Irwin, Dona G.",D
NM,1.157,"James, Conrad D.",R
NM,-1.699,"Johnson, Doreen W.",D
NM,0.969,"Larrañaga, Larry A.",R
NM,0.788,"Lewis, Timothy",R
NM,1.944,"Little, Rick",R
NM,-1.809,"Louis, Georgene",D
NM,-0.858,"Lundstrom, Patricia",D
NM,-1.144,"Madalena, James Jr.",D
NM,0.286,"Maestas Barnes, Sarah",R
NM,-1.266,"Maestas, Antonio",D
NM,-1.295,"Maez, Stephanie",D
NM,-1.814,"Martinez, Javier I.",D
NM,-1.122,"Martinez, Walter Ken",D
NM,-1.23,"McCamley, Bill",D
NM,0.444,"McMillan, Terry H.",R
NM,-1.285,"McQueen, Matthew",D
NM,1.295,"Montoya, Rodney D.",R
NM,0.946,"Nunez, Andrew",R
NM,0.54,"Pacheco, Paul",R
NM,1.002,"Powdrell-Culbert, Jane",R
NM,0.556,"Rehm, William",R
NM,0.91,"Roch, Dennis",R
NM,-0.933,"Rodella, Debbie A.",D
NM,-2.86,"Romero, Andres",D
NM,-2.903,"Roybal Cabellero, Patricia A.",D
NM,-1.127,"Ruiloba, Patricio R.",D
NM,-0.973,"Salazar, Nick L.",D
NM,-1.339,"Salazar, Tomas",D
NM,1.7,"Scott, Larry R.",R
NM,0.726,"Smith, James",R
NM,-1.118,"Steinborn, Jeff",D
NM,1.395,"Strickler, James",R
NM,1.838,"Townsend, James G.",R
NM,0.611,"Tripp, Don L.",R
NM,-0.814,"Trujillo, Carl",D
NM,-1.777,"Trujillo, Christine",D
NM,-1.061,"Trujillo, Jim",D
NM,-1.069,"Varela, Luciano",D
NM,-1.258,"Williams-Stapleton, Sheryl",D
NM,1.026,"Wooley, Bob",R
NM,0.86,"Youngblood, Monica",R
NM,1.024,"Zimmerman, John L.",R
NY,-1.381,"Abbate, Peter J., Jr.",D
NY,-1.298,"Abinanti, Thomas J.",D
NY,-1.54,"Arroyo, Carmen E",D
NY,-1.665,"Aubry, Jeffrion L.",D
NY,-0.028,"Barclay, William",R
NY,-0.881,"Barrett, Didi",D
NY,-1.298,"Barron, Inez",D
NY,-1.535,"Benedetto, Michael",D
NY,-1.963,"Bichotte, Rodneyse",D
NY,-1.867,"Blake, Michael A.",D
NY,0.1,"Blankenbush, Kenneth D.",R
NY,0.138,"Borrelli, Joe",R
NY,-0.025,"Brabenec, Karl A.",R
NY,-1.292,"Braunstein, Edward C.",D
NY,-1.346,"Brennan, James F.",D
NY,-0.791,"Brindisi, Anthony",D
NY,-1.077,"Bronson, Harry B.",D
NY,-1.592,"Brook-Krasny, Alec",D
NY,-0.993,"Buchwald, David",D
NY,-0.068,"Butler, Marc",R
NY,-1.005,"Cahill, Kevin",D
NY,-0.381,"Ceretto, John D.",R
NY,-1.57,"Clark, Barbara M.",D
NY,-1.585,"Colton, William",D
NY,-1.669,"Cook, Vivian E.",D
NY,0.179,"Corwin, Jane L.",R
NY,-1.412,"Crespo, Marcos",D
NY,-0.071,"Crouch, Clifford",R
NY,-0.263,"Curran, Brian",R
NY,-0.748,"Cusick, Michael",D
NY,-1.491,"Cymbrowitz, Steven",D
NY,-1.629,"Davila, Maritza",D
NY,-1.387,"DenDekker, Michael",D
NY,-1.992,"Dilan, Erik Martin",D
NY,-1.855,"Dinowitz, Jeffrey",D
NY,0.848,"DiPietro, David",R
NY,-0.163,"Duprey, Janet",R
NY,-0.989,"Englebright, Steven",D
NY,-1.077,"Fahy, Patricia",D
NY,-1.688,"Farrell, Herman D., Jr.",D
NY,-0.018,"Finch, Gary",R
NY,0.333,"Fitzpatrick, Michael",R
NY,0.835,"Friend, Christopher",R
NY,-0.904,"Galef, Sandra R.",D
NY,-1.022,"Gantt, David F.",D
NY,-0.123,"Garbarino, Andrew",R
NY,-0.077,"Giglio, Joseph M.",R
NY,-0.794,"Gjonaj, Mark",D
NY,-2.624,"Glick, Deborah J.",D
NY,-1.034,"Goldfeder, Phillip",D
NY,0.106,"Goodell, Andrew",R
NY,-1.513,"Gottfried, Richard N.",D
NY,0.036,"Graf, Alfred",R
NY,-0.583,"Gunther, Aileen",D
NY,-0.958,"Harris, Pamela",D
NY,0.245,"Hawley, Stephen M.",R
NY,-1.931,"Heastie, Carl",D
NY,-1.425,"Hevesi, Andrew",D
NY,-1.176,"Hikind, Dov",D
NY,-1.644,"Hill, Earlene H.",D
NY,-1.761,"Hunter, Pamela J.",D
NY,-1.858,"Hyndman, Alicia L.",D
NY,-1.852,"Jaffee, Ellen C.",D
NY,-2.225,"Jean-Pierre, Kimberly",D
NY,-0.35,"Johns, Mark C",R
NY,-2.318,"Joyner, Latoya",D
NY,0.434,"Katz, Steve",R
NY,-1.188,"Kavanagh, Brian",D
NY,-0.79,"Kearns, Michael",D
NY,-1.461,"Kim, Ron",D
NY,0.064,"Kolb, Brian",R
NY,0.582,"Lalor, Kieran Michael",R
NY,-1.535,"Lavine, Charles",D
NY,0.335,"Lawrence, Peter A.",R
NY,-1.452,"Lentol, Joseph R.",D
NY,-1.142,"Lifton, Barbara",D
NY,-1.493,"Linares, Guillermo",D
NY,-0.003,"Lopez, Peter",R
NY,-0.964,"Lupardo, Donna",D
NY,-0.276,"Lupinacci, Chad",R
NY,-0.605,"Magee, William",D
NY,-0.906,"Magnarelli, William",D
NY,-0.033,"Malliotakis, Nicole",R
NY,-1.567,"Markey, Margaret",D
NY,-1.508,"Mayer, Shelley B.",D
NY,-0.931,"McDonald, John III",D
NY,-0.282,"McDonough, David",R
NY,-0.374,"McKevitt, Tom",R
NY,0.08,"McLaughlin, Steven F",R
NY,-0.905,"Miller, Michael",D
NY,-0.089,"Montesano, Michael",R
NY,-1.232,"Morelle, Joseph D.",D
NY,-1.629,"Mosley, Walter III",D
NY,-1.769,"Moya, Francisco P.",D
NY,-0.023,"Murray, Dean",R
NY,1.127,"Nojay, William",R
NY,-1.648,"Nolan, Catherine T.",D
NY,-1.507,"O'Donnell, Daniel",D
NY,0.01,"Oaks, Robert C.",R
NY,-1.616,"Ortiz, Felix Jr.",D
NY,-1.522,"Otis, Steven",D
NY,0.212,"Palmesano, Philip A.",R
NY,-0.159,"Palumbo, Anthony H.",R
NY,-1.143,"Paulin, Amy R.",D
NY,-1.016,"Peoples-Stokes, Crystal",D
NY,-1.676,"Perry, Nick N.",D
NY,-1.588,"Pichardo, Victor M.",D
NY,-1.53,"Pretlow, James Gary",D
NY,-1.002,"Quart, Dan",D
NY,-0.229,"Ra, Edward",R
NY,-0.259,"Raia, Andrew",R
NY,-0.923,"Ramos, Philip",D
NY,-1.954,"Richardson, Diane",D
NY,-1.709,"Rivera, José",D
NY,-1.046,"Roberts, Samuel",D
NY,-1.914,"Robinson, Annette",D
NY,-1.397,"Rodriguez, Robert J.",D
NY,-2.621,"Rosenthal, Linda",D
NY,-1.814,"Rozic, Nily D.",D
NY,-1.098,"Russell, Addie",D
NY,-1.098,"Ryan, Sean M.",D
NY,-0.328,"Saladino, Joseph",R
NY,-0.739,"Santabarbara, Angelo",D
NY,-1.713,"Scarborough, William",D
NY,-1.616,"Schimel, Michelle",D
NY,-0.505,"Schimminger, Robin L.",D
NY,-2.684,"Seawright, Rebecca A.",D
NY,-1.571,"Sepúlveda, Luis Sepulveda",D
NY,-1.57,"Silver, Sheldon",D
NY,-0.821,"Simanowitz, Michael",D
NY,-2.351,"Simon, Jo Anne",D
NY,-1.37,"Simotas, Aravella",D
NY,-0.72,"Skartados, Frank",D
NY,-0.91,"Skoufis, James G.",D
NY,-1.148,"Solages, Michaelle",D
NY,-0.035,"Stec, Daniel",R
NY,-1.352,"Steck, Phillip",D
NY,-0.748,"Stirpe, Albert",D
NY,-0.281,"Tedisco, James N.",R
NY,0.479,"Tenney, Claudia",R
NY,-0.962,"Thiele, Fred Jr.",D
NY,-1.133,"Titone, Matthew",D
NY,-1.689,"Titus, Michele",D
NY,-0.569,"Walker, Robert",R
NY,0.012,"Walter, Raymond W.",R
NY,-2.659,"Weinstein, Helene E.",D
NY,-1.675,"Weprin, Mark",D
NY,-0.639,"Woerner, Carrie",D
NY,-0.105,"Wozniak, Angela M.",R
NY,-1.737,"Wright, Keith L.",D
NY,-1.02,"Zebrowski Jr, Kenneth P",D
NC,0.986,"Blust, John",R
NC,-0.613,"Queen, Joe",D
NC,1.097,"Adams, James Cecil",R
NC,-0.475,"Adcock, Gale Brown",D
NC,-0.606,"Ager, John Curtis",D
NC,-0.512,"Alexander Jr, Kelly M",D
NC,0.984,"Arp, Larry Dean",R
NC,1.033,"Avila, Marilyn",R
NC,-0.855,"Baskerville, Nathan",D
NC,1.039,"Bell IV, John Richard",R
NC,-0.642,"Bell, Larry Moseley",D
NC,1.695,"Bishop, James Daniel",R
NC,0.656,"Blackwell, Hugh",R
NC,1.04,"Boles, James Larry",R
NC,0.984,"Bradford, John Ray",R
NC,1.011,"Brawley, William M.",R
NC,0.139,"Brisson, William D",D
NC,-0.541,"Brockman, Cecil Antonio",D
NC,1.029,"Brody, Mark Allen",R
NC,0.958,"Brown, Alicia",R
NC,0.945,"Brown, Brian Mathew",R
NC,0.941,"Bryan III, Robert P",R
NC,1.209,"Bumgardner, Dana",R
NC,1.042,"Burr, Justin P",R
NC,-0.649,"Carney, Becky",D
NC,0.682,"Catlin, Richard Glyndon",R
NC,1.332,"Cleveland, George G",R
NC,1.428,"Collins, Jeffrey Lynn",R
NC,1.03,"Conrad, Debra L",R
NC,-0.643,"Cotham, Patricia Ann",D
NC,-0.868,"Cunningham, Carla D",D
NC,0.734,"Daughtry, N. Leo",R
NC,0.828,"Davis Jr, Robert Theodore",R
NC,0.988,"Dixon, James William",R
NC,0.603,"Dobson, Joshua Robert",R
NC,1.034,"Dollar, Nelson",R
NC,-0.727,"Earle, Beverly M",D
NC,0.97,"Elmore, Jeffrey Carter",R
NC,0.867,"Faircloth, John",R
NC,-0.931,"Farmer-Butterfield, Jean",D
NC,-1.197,"Fisher, Susan C.",D
NC,-0.453,"Floyd, Elmer",D
NC,1.141,"Ford, Carl Lindsey",R
NC,0.76,"Fraley, John Alfred",R
NC,-0.996,"Gill, Rosa U",D
NC,-0.72,"Glazier, Richard B",D
NC,-0.256,"Goodman, Kenneth Leigh",D
NC,-0.598,"Graham, Charles",D
NC,-0.675,"Graham, George Jr.",D
NC,1.285,"Hager, Michael Dean",R
NC,-0.787,"Hall II, Duane R",D
NC,0.71,"Hall, Kyle",R
NC,-1.159,"Hall, Larry D",D
NC,-0.679,"Hamilton, Susan Holladay",D
NC,-0.602,"Hanes Jr, Edward Francis",D
NC,0.885,"Hardister, Jonathan Yates",R
NC,-1.363,"Harrison, Mary Price",D
NC,1.196,"Hastings, Kelly E",R
NC,-0.822,"Holley, Yvonne Lewis",D
NC,1.176,"Holloway, Bryan R",R
NC,0.809,"Horn, Dwight Craig",R
NC,0.662,"Howard, Julia C",R
NC,-0.568,"Hunter, Howard Jacque",D
NC,0.894,"Hurley, Patricia Britt",R
NC,0.912,"Iler, Frank",R
NC,-1.143,"Insko, Verla C",D
NC,-0.75,"Jackson, Darren G",D
NC,0.547,"Jeter Jr, Charles Roper",R
NC,0.644,"Johnson, Linda P",R
NC,0.847,"Jones, Bert",R
NC,-0.516,"Jones, Earl Frederick",D
NC,0.763,"Jordan, Jonathan Christian",R
NC,0.915,"Lambeth, Donny Carr",R
NC,0.722,"Langdon Jr, James H",R
NC,0.786,"Lewis, David Sr.",R
NC,-0.588,"Lucas, Marvin Jr.",D
NC,-1.083,"Luebke, Paul T",D
NC,0.665,"Malone, Christopher III",R
NC,-0.856,"Martin III, David",D
NC,0.918,"Martin, Susan Lynn",R
NC,0.758,"McElraft, Patricia Earlene",R
NC,0.469,"McGrady, Charles Worden",R
NC,1,"McNeill, Allen Ray",R
NC,-0.991,"Meyer, Graig R.",D
NC,-0.747,"Michaux Jr, Henry M",D
NC,1.277,"Millis, Christopher Wayne",R
NC,-0.566,"Moore, Rodney Wayne",D
NC,1.119,"Moore, Timothy Keith",R
NC,0.563,"Murphy, Gregory F.",R
NC,0.744,"Pendleton, Gary H.",R
NC,-0.723,"Pierce, Garland E",D
NC,0.914,"Pittman, Larry G",R
NC,1.133,"Presnell, Michele D",R
NC,-0.764,"Reives, Robert Tyrone",D
NC,-0.918,"Richardson, Bobbie J.",D
NC,-0.685,"Richardson, William O.",D
NC,0.965,"Riddell, Dennis Patrick",R
NC,0.883,"Robinson, Gladys",R
NC,0.753,"Ross, Stephen",R
NC,0.995,"Saine, Jason",R
NC,-0.324,"Salmon, Brad Andrew",D
NC,1.03,"Schaffer, Jacqueline M",R
NC,1.1,"Setzer, Mitchell Smith",R
NC,-1,"Sgro, Christopher",D
NC,0.871,"Shepard, Phillip R",R
NC,0.647,"Speciale, Michael David",R
NC,0.762,"Stam, Paul Jr.",R
NC,0.681,"Steinburg, Robert Charles",R
NC,0.939,"Stevens, Sarah S",R
NC,0.854,"Stone, Scott",R
NC,0.866,"Szoka, John David",R
NC,-0.864,"Terry, Evelyn A",D
NC,-0.145,"Tine, Paul Newton",D
NC,1.013,"Torbett, John A",R
NC,-0.473,"Turner, Brian Mills",D
NC,0.871,"Turner, Rena W",R
NC,-0.218,"Waddell, Kenneth",D
NC,0.963,"Warren, Harry",R
NC,0.917,"Watford, Samuel Lee",R
NC,0.828,"West, Roger",R
NC,0.9,"Whitmire, James Christopher",R
NC,-1.017,"Willingham, Shelly",D
NC,-0.498,"Wray, Michael H",D
NC,0.778,"Yarborough, Lawrence",R
NC,0.542,"Zachary, Walter Lee",R
ND,-0.413,"Kelsh, Jerome",D
ND,-0.364,"Amerman, Bill",D
ND,0.544,"Anderson, Dick",R
